name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,07/31/2017
			NonCurrentDeferredRevenue,"86,839,000","72,012,000","63,491,000","59,315,000","49,599,000","40,633,000","31,865,000","32,504,000","26,065,000","28,801,000","27,678,000","29,815,000","27,920,000","29,694,000","20,807,000","23,353,000","13,771,000","11,350,000","11,151,000"
		OtherNonCurrentLiabilities,"7,946,000","4,628,000","4,580,000","4,453,000","3,956,000","3,490,000","2,890,000","2,586,000","1,558,000","1,497,000","3,356,000","3,840,000","1,475,000","1,114,000","1,204,000","1,360,000","1,384,000","1,422,000","1,457,000"
TotalEquityGrossMinorityInterest,"531,577,000","539,367,000","530,199,000","528,895,000","508,107,000","502,704,000","492,105,000","484,829,000","334,794,000","319,164,000","314,052,000","308,558,000","286,579,000","277,073,000","252,178,000","240,236,000","243,192,000","39,028,000","49,835,000"
	StockholdersEquity,"531,577,000","539,367,000","530,199,000","528,895,000","508,107,000","502,704,000","492,105,000","484,829,000","334,794,000","319,164,000","314,052,000","308,558,000","286,579,000","277,073,000","252,178,000","240,236,000","243,192,000","39,028,000","49,835,000"
		CapitalStock,"142,000","141,000","140,000","139,000","137,000","136,000","134,000","133,000","130,000","129,000","128,000","127,000","126,000","124,000","122,000","119,000","119,000","128,000","200,995,000"
			PreferredStock,,,,"0",,,,,,,,"0","0","0","0","0",,"0","200,977,000"
			CommonStock,"142,000","141,000","140,000","139,000","137,000","136,000","134,000","133,000","130,000","129,000","128,000","127,000","126,000","124,000","122,000","119,000","119,000","128,000","18,000"
		AdditionalPaidInCapital,"1,450,139,000","1,341,346,000","1,225,224,000","1,131,006,000","1,027,888,000","964,214,000","886,815,000","823,804,000","623,859,000","589,229,000","555,019,000","532,618,000","505,531,000","483,951,000","455,761,000","438,392,000","434,250,000","227,022,000","18,734,000"
		RetainedEarnings,"-894,226,000","-792,821,000","-692,401,000","-601,600,000","-520,577,000","-462,118,000","-394,577,000","-339,571,000","-290,022,000","-270,685,000","-241,531,000","-224,455,000","-219,179,000","-206,943,000","-203,388,000","-196,100,000","-189,138,000","-180,367,000","-162,016,000"
		GainsLossesNotAffectingRetainedEarnings,"-24,478,000","-9,299,000","-2,764,000","-650,000","659,000","472,000","-267,000","463,000","827,000","491,000","436,000","268,000","101,000","-59,000","-317,000","-124,000",,,
		OtherEquityInterest,,,,,,,,,,,,,,,,"-2,051,000","-2,039,000","-7,755,000","-7,878,000"
TotalCapitalization,"1,486,155,000","1,480,059,000","1,457,213,000","1,442,433,000","1,408,370,000","1,389,890,000","1,366,464,000","1,346,444,000","334,794,000","319,164,000","314,052,000","308,558,000","286,579,000","277,073,000","252,178,000","240,236,000","243,192,000","39,028,000","49,835,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,"200,977,000"
CommonStockEquity,"531,577,000","539,367,000","530,199,000","528,895,000","508,107,000","502,704,000","492,105,000","484,829,000","334,794,000","319,164,000","314,052,000","308,558,000","286,579,000","277,073,000","252,178,000","240,236,000","243,192,000","39,028,000","-151,142,000"
CapitalLeaseObligations,"50,628,000","48,945,000","51,022,000","51,067,000","56,446,000","53,981,000","53,062,000","43,623,000","40,848,000","34,442,000","34,238,000",,,,,,,,
NetTangibleAssets,"444,720,000","450,272,000","441,319,000","437,789,000","428,321,000","451,774,000","439,599,000","430,746,000","311,298,000","304,398,000","298,644,000","292,371,000","284,368,000","277,073,000","252,178,000","240,236,000","243,192,000","39,028,000","49,835,000"
WorkingCapital,"1,134,469,000","1,153,123,000","1,140,136,000","1,128,098,000","1,140,622,000","1,177,074,000","1,163,063,000","1,157,892,000","206,478,000","219,479,000","222,569,000","234,137,000","234,481,000","235,779,000","207,699,000","204,332,000","203,256,000","1,758,000","22,450,000"
InvestedCapital,"1,486,155,000","1,480,059,000","1,457,213,000","1,442,433,000","1,408,370,000","1,389,890,000","1,366,464,000","1,346,444,000","334,794,000","319,164,000","314,052,000","308,558,000","286,579,000","277,073,000","252,178,000","240,236,000","243,192,000","39,028,000","-151,142,000"
TangibleBookValue,"444,720,000","450,272,000","441,319,000","437,789,000","428,321,000","451,774,000","439,599,000","430,746,000","311,298,000","304,398,000","298,644,000","292,371,000","284,368,000","277,073,000","252,178,000","240,236,000","243,192,000","39,028,000","-151,142,000"
TotalDebt,"1,005,206,000","989,637,000","978,036,000","964,605,000","956,709,000","941,167,000","927,421,000","905,238,000","40,848,000","34,442,000","34,238,000",,,,,,,,
NetDebt,"359,685,000","530,873,000","555,318,000","637,640,000","793,673,000","791,839,000","772,343,000","719,764,000",,,,,,,,,,,
ShareIssued,"141,847,000","141,063,000","140,032,000","138,662,000","136,895,000","135,858,000","134,163,000","132,817,000","130,347,000","129,266,000","127,926,000","127,253,000","125,552,000","123,897,000","122,106,000","119,764,000","119,819,000","117,331,507","117,331,507"
OrdinarySharesNumber,"141,847,000","141,063,000","140,032,000","138,662,000","136,895,000","135,858,000","134,163,000","132,817,000","130,347,000","129,266,000","127,926,000","127,253,000","125,552,000","123,897,000","122,106,000","119,764,000","119,819,000","117,331,507","117,331,507"
