name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995
	DepreciationAmortizationDepletionIncomeStatement,"16,947,000","2,961,000","3,662,000","5,107,000","5,217,000","5,178,000","4,946,000","4,331,000","4,609,000","4,665,000","5,084,000","4,218,000","3,596,000","3,913,000","3,539,000","4,317,000","2,521,000","2,553,000","2,496,000","2,491,000","1,390,000","1,279,000","1,494,000","1,748,000","1,293,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,968,000","6,976,000","5,701,000","4,367,000","6,815,000","3,800,000","4,800,000","4,600,000","4,800,000","4,300,000","3,600,000","3,100,000","2,600,000","4,200,000","3,400,000","3,100,000","3,000,000","2,800,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,"16,947,000","2,961,000","3,662,000","5,107,000","5,217,000","5,178,000","4,946,000","4,331,000","4,609,000","4,665,000","5,084,000","4,218,000","3,596,000","3,913,000","3,539,000","4,317,000","2,521,000","2,553,000","2,496,000","2,491,000","1,390,000","1,279,000","1,494,000","1,748,000","1,293,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,968,000","6,976,000","5,701,000","4,367,000","6,815,000","3,800,000","4,800,000","4,600,000","4,800,000","4,300,000","3,600,000","3,100,000","2,600,000","4,200,000","3,400,000","3,100,000","3,000,000","2,800,000",,,,,,
			Amortization,"16,947,000","2,961,000","3,662,000","5,107,000","5,217,000","5,178,000","4,946,000","4,331,000","4,609,000","4,665,000","5,084,000","4,218,000","3,596,000","3,913,000","3,539,000","4,317,000","2,521,000","2,553,000","2,496,000","2,491,000","1,390,000","1,279,000","1,494,000","1,748,000","1,293,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"16,947,000","2,961,000","3,662,000","5,107,000","5,217,000","5,178,000","4,946,000","4,331,000","4,609,000","4,665,000","5,084,000","4,218,000","3,596,000","3,913,000","3,539,000","4,317,000","2,521,000","2,553,000","2,496,000","2,491,000","1,390,000","1,279,000","1,494,000","1,748,000","1,293,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"779,668,000","129,164,000","270,400,000","178,497,000","201,607,000","295,082,000","448,063,000","321,552,000","89,090,000","55,467,000","128,783,000","67,691,000","47,945,000","43,767,000","123,106,000","65,251,000","42,372,000","38,991,000","100,263,000","56,008,000","29,447,000","38,218,000","86,318,000","53,485,000","25,770,000","14,139,000","67,849,000","34,385,000","19,965,000","3,762,000","64,552,000","42,121,000","22,712,000","10,666,000","54,075,000","22,675,000","2,381,000","-16,088,000","30,625,000","21,474,000","-28,053,000","23,741,000","69,777,000","23,495,000","-45,032,000","3,638,000","76,040,000","51,175,000","11,803,000","27,989,000","58,427,000","27,389,000","-33,657,000","-22,662,000","42,776,000","80,363,000","29,724,000","66,139,000","116,226,000","80,403,000","23,912,000","55,298,000","99,596,000","52,177,000","23,791,000","54,771,000","80,673,000","38,240,000","25,227,000","46,950,000","73,601,000","29,547,000","21,576,000","44,940,000","65,342,000","27,419,000","7,853,000","34,825,000","50,771,000","25,671,000","12,615,000","28,087,000","42,254,000","18,716,000","8,161,000","181,830,000","25,534,000","11,973,000","4,068,000","13,670,000","20,500,000","5,800,000","1,000,000","6,100,000","12,300,000","3,500,000","200,000","2,700,000","8,200,000","3,800,000","1,600,000","4,600,000","10,500,000","92,200,000","84,400,000","-252,400,000","99,800,000","84,700,000","77,600,000"
NetNonOperatingInterestIncomeExpense,"1,246,000","451,000","278,000","201,000","316,000","340,000","311,000","513,000","620,000","2,613,000","2,063,000","2,390,000","2,553,000","2,666,000","1,482,000","1,858,000","2,369,000","1,872,000","874,000","1,048,000","1,175,000","1,189,000","202,000","-90,000","151,000","241,000","105,000","192,000","264,000","388,000","224,000","355,000","258,000","465,000","-1,022,000","183,000","-23,000","256,000","114,000","153,000","384,000","466,000","917,000","601,000","690,000","621,000","539,000","635,000","521,000","475,000","414,000","639,000","592,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"1,246,000","451,000","278,000","201,000","316,000","340,000","311,000","513,000","620,000","2,613,000","2,063,000","2,390,000","2,553,000","2,666,000","1,482,000","1,858,000","2,369,000","1,872,000","874,000",,,,,,,,,,,"323,000","314,000","355,000","261,000","475,000","438,000","496,000","422,000","561,000","427,000","495,000","732,000","809,000","1,020,000","601,000","690,000","629,000","541,000","650,000","523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-65,000","90,000","0","3,000","10,000","1,460,000","313,000","445,000","305,000","313,000","342,000","348,000","343,000","103,000","0","0","8,000","2,000","15,000","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,"-1,048,000","-1,175,000","-1,189,000","-202,000","90,000","-151,000","-241,000","-105,000","-192,000","-264,000","-388,000","-224,000","-355,000","-258,000","-465,000","1,022,000","-183,000","23,000","-255,000","-114,000","-153,000","-384,000",,"-917,000","-601,000","-690,000",,"-539,000","-635,000","-521,000","-475,000","-414,000","-639,000","-592,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-5,096,000","2,106,000","-11,322,000","-5,789,000","9,909,000","-11,450,000","6,483,000","1,150,000","-3,634,000","12,038,000","1,146,000","254,000","1,383,000","-1,047,000","-2,469,000","3,270,000","-11,492,000","-1,427,000","-324,000","3,389,000","949,000","-1,166,000","12,592,000","-757,000","-923,000","-1,266,000","1,528,000","-9,476,000","-14,116,000","-116,645,000","-2,870,000","-885,000","-198,000","-4,558,000","260,000","-5,403,000","-2,117,000","-19,054,000","-214,312,000","2,162,000","-31,386,000","6,481,000","6,713,000","-1,763,000","5,191,000","2,679,000","795,000","-1,794,000","1,796,000","433,000","3,052,000","-1,483,000","-647,000","-19,845,000","8,101,000","-853,000","561,000","-1,852,000","26,182,000","-65,023,000","1,319,000","3,531,000","2,593,000","1,107,000","8,731,000","2,807,000","1,108,000","3,203,000","234,000","-40,000","1,682,000","1,253,000","896,000","480,000","1,786,000","190,000","-483,000","-850,000","8,000","634,000","1,074,000","-1,018,000","-236,000","-1,209,000","896,000","1,026,000","-263,000","-103,000","1,967,000","-2,152,000","-1,800,000","800,000","-100,000","1,100,000","-1,200,000","-11,900,000","700,000","-2,000,000","1,700,000","600,000","900,000","700,000","300,000",,,,,,
	GainOnSaleOfSecurity,,,"-4,132,000","-7,084,000","7,956,000","-11,444,000","6,220,000","755,000","1,787,000","35,505,000","539,000","-391,000","1,617,000","-66,000","-3,602,000",,,,,,"-556,000","915,000","2,250,000","-846,000","-807,000","2,714,000","790,000","-688,000","-1,175,000","1,537,000","-767,000","-590,000","-264,000","26,000","866,000","-198,000","855,000","2,259,000","287,000",,,,,,,,,,"435,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,"207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-5,656,000","-395,000","-7,649,000","914,000","1,474,000","0","0","1,000","-5,663,000","-23,322,000","45,000","364,000","-478,000","-1,540,000","278,000","-119,000","-9,921,000","116,000","0","2,930,000","1,978,000","-1,900,000","9,958,000","-74,000","85,000","-3,858,000","738,000","-8,696,000","-12,995,000","-118,031,000","-2,008,000","-105,000","0","-5,814,000","-822,000","-5,465,000","-2,704,000","-21,029,000","-214,407,000","2,162,000","-31,386,000","-1,203,000","6,713,000","-1,763,000","5,191,000","2,679,000","795,000","-1,794,000","1,361,000","433,000","3,052,000","-1,483,000","-647,000","-19,845,000","8,101,000","-853,000","561,000","-1,852,000","26,182,000","-65,023,000","1,319,000","3,531,000","2,593,000","1,107,000","8,731,000","2,807,000","1,108,000","3,203,000","234,000","-40,000","1,682,000","1,253,000","896,000","480,000","1,786,000","190,000","-483,000","-850,000","8,000","634,000","1,074,000","-1,018,000","-236,000","-1,209,000","896,000","1,026,000","-263,000","-103,000","1,967,000","-2,152,000","-1,800,000","800,000","-100,000","1,100,000","-1,200,000","-11,900,000","700,000","-2,000,000","1,700,000","600,000","900,000","700,000","300,000",,,,,,
		RestructuringAndMergernAcquisition,"-1,344,000","395,000","649,000","-914,000","-1,474,000","0","0","-1,000","5,663,000","23,322,000","-45,000","-364,000","478,000","1,540,000","-278,000","119,000","9,921,000","-116,000","0","-2,930,000","-1,978,000","1,900,000","-9,958,000","74,000","-85,000","3,784,000","-666,000","8,696,000","12,995,000","-4,742,000","-146,000","0","0","5,190,000","822,000","5,465,000","2,334,000","15,506,000","-358,000","-2,671,000","31,227,000",,,,,"0","0","0","0","290,000","0","45,000","1,449,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"7,000,000","0","7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"5,688,000","211,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,"74,000","-72,000",,,"39,000","2,154,000","105,000","0","624,000","0",,"370,000","0","3,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509,000","159,000",,,,,"-2,679,000","-795,000","1,794,000","-523,000","-723,000","-3,052,000","1,438,000","-802,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165,000","-165,000",,,,,,,,,,"838,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"560,000","2,501,000","459,000","381,000","479,000","-6,000","263,000","394,000","242,000","-145,000","562,000","281,000","244,000","1,148,000","648,000","3,389,000","-1,571,000","1,684,000","-324,000","459,000","-473,000","-181,000","384,000","163,000","-201,000","2,518,000","862,000","-92,000","54,000","-151,000","-95,000","-190,000","66,000","1,230,000","216,000","260,000","-268,000","-284,000","-192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"775,818,000","131,721,000","259,356,000","172,909,000","211,832,000","283,972,000","454,857,000","323,215,000","86,076,000","70,118,000","131,992,000","70,335,000","51,881,000","45,386,000","122,119,000","70,379,000","33,249,000","39,436,000","100,813,000","60,445,000","31,571,000","38,241,000","99,112,000","52,638,000","24,998,000","13,114,000","69,482,000","25,101,000","6,113,000","-112,495,000","61,906,000","41,591,000","22,772,000","6,573,000","53,313,000","17,455,000","241,000","-34,886,000","-183,573,000","23,789,000","-59,055,000","30,688,000","77,407,000","22,333,000","-39,151,000","6,938,000","77,374,000","50,016,000","14,120,000","28,897,000","61,893,000","26,545,000","-33,712,000","-41,418,000","53,089,000","82,285,000","32,837,000","68,031,000","146,709,000","19,305,000","28,769,000","62,041,000","104,234,000","55,214,000","34,068,000","58,709,000","82,963,000","42,136,000","26,046,000","47,333,000","75,516,000","30,575,000","22,182,000","45,231,000","66,812,000","26,505,000","7,121,000","33,287,000","50,540,000","26,248,000","13,477,000","26,903,000","41,465,000","17,438,000","7,889,000","14,337,000","24,875,000","11,711,000","6,231,000","11,655,000","18,600,000","6,500,000","700,000","5,000,000","11,300,000","-8,400,000","600,000","200,000","9,800,000","4,200,000","2,600,000","5,300,000","10,600,000",,,,,,
