name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008
TotalCapitalization,"9,046,000,000","10,417,000,000","10,813,000,000","10,816,000,000","11,529,000,000","11,256,000,000","10,912,000,000","10,554,000,000","10,012,000,000","11,269,000,000","10,451,000,000","10,597,000,000","10,767,000,000","10,181,000,000","9,918,000,000","9,355,000,000","8,674,000,000","9,111,000,000","9,171,000,000","8,150,000,000","7,726,000,000","10,853,000,000","11,462,000,000","11,267,000,000","11,259,000,000","12,319,000,000","12,444,000,000","9,392,000,000","10,081,000,000","10,189,000,000","10,153,000,000","10,455,000,000","9,688,000,000","9,607,000,000","10,621,000,000","11,063,000,000","12,504,000,000","11,833,000,000",,,,,,,,,,,,,,,,,,
PreferredStockEquity,"1,489,000,000","1,489,000,000","1,489,000,000","1,489,000,000","1,489,000,000","1,489,000,000","1,489,000,000","1,489,000,000","1,489,000,000","932,000,000","711,000,000","711,000,000","711,000,000","484,000,000","484,000,000","484,000,000","484,000,000","484,000,000","484,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","336,000,000","167,000,000","167,000,000","167,000,000","167,000,000","167,000,000","167,000,000","167,000,000","167,000,000",,,,,,,,,,,,,,,,
CommonStockEquity,"7,441,000,000","8,802,000,000","9,190,000,000","9,179,000,000","9,875,000,000","9,590,000,000","9,231,000,000","8,861,000,000","8,309,000,000","10,109,000,000","9,502,000,000","9,635,000,000","9,790,000,000","9,422,000,000","9,143,000,000","8,558,000,000","7,854,000,000","8,270,000,000","8,307,000,000","7,409,000,000","6,956,000,000","7,020,000,000","7,595,000,000","7,366,000,000","7,324,000,000","7,635,000,000","7,980,000,000","8,382,000,000","9,020,000,000","9,092,000,000","9,021,000,000","9,275,000,000","8,647,000,000","8,530,000,000","9,718,000,000","10,113,000,000","11,475,000,000","10,729,000,000","11,106,000,000","8,969,000,000","8,718,000,000","6,211,803,000","4,940,256,000","4,776,646,000","3,344,501,000","1,572,064,000","913,045,000","792,430,000","613,119,000","546,822,000","429,527,000","311,443,000","288,961,000","258,151,000","267,862,000","261,882,000"
NetTangibleAssets,"8,404,000,000","9,765,000,000","10,153,000,000","10,142,000,000","10,838,000,000","10,553,000,000","10,194,000,000","9,824,000,000","9,272,000,000","10,515,000,000","9,687,000,000","9,820,000,000","9,975,000,000","9,380,000,000","9,101,000,000","8,492,000,000","7,788,000,000","8,203,000,000","8,239,000,000","7,192,000,000","6,738,000,000","6,802,000,000","7,376,000,000","7,702,000,000","7,660,000,000","7,971,000,000","8,316,000,000","8,718,000,000","9,356,000,000","9,428,000,000","9,357,000,000","9,611,000,000","8,814,000,000","8,697,000,000","9,885,000,000","10,280,000,000","11,642,000,000","10,896,000,000","11,273,000,000","9,136,000,000","8,718,000,000","6,211,803,000","4,940,256,000","4,776,646,000","3,344,501,000","1,572,064,000","913,045,000","792,430,000","613,119,000","546,822,000","429,527,000","311,443,000","288,961,000","258,151,000","267,862,000","261,882,000"
InvestedCapital,"7,557,000,000","8,928,000,000","9,324,000,000","9,327,000,000","10,040,000,000","9,767,000,000","9,423,000,000","9,065,000,000","8,523,000,000","10,337,000,000","9,740,000,000","9,886,000,000","10,056,000,000","9,697,000,000","9,434,000,000","8,871,000,000","8,190,000,000","8,627,000,000","8,687,000,000","7,814,000,000","7,390,000,000","10,517,000,000","11,126,000,000","10,931,000,000","10,923,000,000","11,983,000,000","12,108,000,000","9,056,000,000","9,745,000,000","9,853,000,000","9,817,000,000","10,119,000,000","9,521,000,000","9,440,000,000","10,454,000,000","10,896,000,000","12,337,000,000","11,666,000,000","12,114,000,000","9,923,000,000","8,768,000,000","6,265,864,000","4,997,120,000","4,838,403,000","3,412,346,000","1,644,991,000","993,867,000",,,,,,,,,
TangibleBookValue,"6,915,000,000","8,276,000,000","8,664,000,000","8,653,000,000","9,349,000,000","9,064,000,000","8,705,000,000","8,335,000,000","7,783,000,000","9,583,000,000","8,976,000,000","9,109,000,000","9,264,000,000","8,896,000,000","8,617,000,000","8,008,000,000","7,304,000,000","7,719,000,000","7,755,000,000","6,856,000,000","6,402,000,000","6,466,000,000","7,040,000,000","7,366,000,000","7,324,000,000","7,635,000,000","7,980,000,000","8,382,000,000","9,020,000,000","9,092,000,000","9,021,000,000","9,275,000,000","8,647,000,000","8,530,000,000","9,718,000,000","10,113,000,000","11,475,000,000","10,729,000,000","11,106,000,000","8,969,000,000","8,718,000,000","6,211,803,000","4,940,256,000","4,776,646,000","3,344,501,000","1,572,064,000","913,045,000","792,430,000","613,119,000","546,822,000","429,527,000","311,443,000","288,961,000","258,151,000","267,862,000","261,882,000"
TotalDebt,"116,000,000","126,000,000","134,000,000","148,000,000","165,000,000","177,000,000","192,000,000","204,000,000","214,000,000","228,000,000","238,000,000","251,000,000","266,000,000","275,000,000","291,000,000","313,000,000","336,000,000","357,000,000","380,000,000","405,000,000","434,000,000","3,497,000,000","3,531,000,000","3,565,000,000","3,599,000,000","4,348,000,000","4,128,000,000","674,000,000","725,000,000","761,000,000","796,000,000","844,000,000","874,000,000","910,000,000","736,000,000","783,000,000","862,000,000","937,000,000","1,008,000,000","954,000,000","50,000,000","54,061,000","56,864,000","61,757,000","67,845,000","72,927,000","80,822,000",,,,,,,,,
NetDebt,,,,,,,,,,,,,,,,,,,,,,"2,289,000,000","2,277,000,000","2,434,000,000","2,490,000,000","3,238,000,000","2,623,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"523,300,000","522,200,000","524,900,000","524,900,000","524,900,000","539,500,000","545,200,000","555,500,000","567,700,000","540,900,000","540,900,000","547,800,000","536,300,000","536,300,000","477,800,000","434,100,000","391,300,000","391,300,000","391,300,000","355,600,000","331,000,000","331,000,000","331,000,000","331,000,000","331,000,000","337,500,000","346,500,000","348,800,000","352,800,000","352,800,000","352,800,000","352,800,000","352,800,000","356,200,000","384,300,000","396,200,000","396,500,000","338,900,000","341,600,000","304,800,000","300,000,000","224,150,000","183,620,000","178,509,000","128,829,000","64,856,000","38,967,000","33,660,000","26,760,000","24,322,000","19,322,000","15,005,000","15,005,000","15,005,000","15,005,000","15,005,000"
OrdinarySharesNumber,"523,300,000","522,200,000","524,900,000","524,900,000","524,900,000","539,500,000","545,200,000","555,500,000","567,700,000","540,900,000","540,900,000","547,800,000","536,300,000","536,300,000","477,800,000","434,100,000","391,300,000","391,300,000","391,300,000","355,600,000","331,000,000","331,000,000","331,000,000","331,000,000","331,000,000","337,500,000","346,500,000","348,800,000","352,800,000","352,800,000","352,800,000","352,800,000","352,800,000","356,200,000","384,300,000","396,200,000","396,500,000","338,900,000","341,600,000","304,800,000","300,000,000","224,150,000","183,620,000","178,509,000","128,829,000","64,856,000","38,967,000","33,660,000","26,760,000","24,322,000","19,322,000","15,005,000","15,005,000","15,005,000","15,005,000","15,005,000"
PreferredSharesNumber,"61,500,000","61,500,000","61,500,000","61,500,000","47,900,000","61,500,000,000","61,500,000","61,500,000","61,500,000","38,500,000","29,400,000","29,400,000","29,400,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000","6,900,000",,,,,,,,,,,,,,,,
