name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
TotalOperatingIncomeAsReported,"-7,140,000","-6,177,000","-755,000","4,434,000","-2,000,000","-135,000","-2,311,000","1,198,000","437,000","2,041,000","4,097,000","1,869,000","1,194,000","-203,000","3,530,000","3,495,000","2,923,000","2,596,000","3,347,000","2,078,000","2,717,000"
TotalExpenses,"268,161,000","72,794,000","69,767,000","65,245,000","60,355,000","47,676,000","43,720,000","37,022,000","32,609,000","37,279,000","37,014,000","108,429,000","96,706,000","83,095,000","81,687,000","79,972,000","80,462,000","73,356,000","73,492,000","70,096,000","64,355,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-13,663,000","-7,373,000","-2,528,000","984,000","-3,308,000","440,000","-2,572,000","-651,000","-356,000","737,000","-149,000","-930,000","-1,191,000","-1,102,000","178,000","834,000","-564,000","-6,836,000","-332,000","384,000","887,000"
NormalizedIncome,"-856,600","-471,200","2,113,234","1,936,650","217,993","675,060","-763,200","-614,730.942","-1,829,000","633,340","-149,000","-930,000","-1,532,940","1,149,800","-136,100","1,261,780","452,890","-768,970","905,800","-243,756.522","212,947.07"
InterestExpense,"11,943,000","3,377,000","3,154,000","2,707,000","2,704,000","2,358,000","2,029,000","2,305,000","2,423,000","2,184,000","2,014,000","2,017,000","1,918,000","1,155,000","914,000","849,000","2,644,000","2,618,000","2,387,000","1,975,000","1,717,000"
NetInterestIncome,"-11,943,000","-3,377,000","-3,154,000","-2,707,000","-2,704,000","-2,358,000","-2,029,000","-2,305,000","-2,423,000","-2,184,000","-2,014,000","-2,017,000","-1,918,000","-1,155,000","-914,000","-849,000","-2,644,000","-2,618,000","-2,387,000","-1,975,000","-1,717,000"
EBIT,"-6,898,000","-6,177,000","-755,000","4,676,000","-2,000,000","2,218,000","-2,311,000","-594,000","-392,000","2,041,000","4,097,000","1,869,000","1,194,000","-203,000","3,530,000","3,495,000","2,681,000","-3,968,000","1,666,000","2,435,000","2,775,000"
EBITDA,"20,894,000"
ReconciledCostOfRevenue,"65,867,000","16,631,000","16,510,000","16,662,000","16,064,000","11,314,000","13,666,000","12,356,000","10,001,000","11,955,000","12,918,000","81,913,000","74,694,000","64,878,000","65,619,000","66,161,000","66,766,000","60,139,000","61,791,000","59,435,000","55,744,000"
ReconciledDepreciation,"27,792,000","7,447,000","6,870,000","6,480,000","6,995,000","5,851,000","5,092,000","4,549,000","4,475,000","4,538,000","4,655,000","4,689,000","4,425,000","3,898,000","3,552,000","2,963,000","3,000,000","3,020,000","2,856,000","2,632,000","2,382,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-13,663,000","-7,373,000","-2,528,000","984,000","-3,308,000","440,000","-2,572,000","-651,000","-356,000","737,000","-149,000","-930,000","-1,191,000","-1,102,000","178,000","834,000","-564,000","-6,836,000","-332,000","384,000","887,000"
TotalUnusualItemsExcludingGoodwill,"-21,344,000","-11,503,000","-4,927,000","-1,305,000","-3,609,000","-322,000","-1,904,000","-52,000","1,473,000","142,000",,,"417,000","-2,502,000","349,000","-586,000","-1,393,000","-8,311,000","-2,063,000","752,000","804,000"
TotalUnusualItems,"-21,344,000","-11,503,000","-4,927,000","-1,305,000","-3,609,000","-322,000","-1,904,000","-52,000","1,473,000","142,000",,,"417,000","-2,502,000","349,000","-586,000","-1,393,000","-8,311,000","-2,063,000","752,000","804,000"
NormalizedEBITDA,"42,238,000","12,773,000","11,042,000","12,461,000","8,604,000","8,391,000","4,685,000","4,007,000","2,610,000","6,437,000","8,752,000","6,558,000","5,202,000","6,197,000","6,733,000","7,044,000","7,074,000","7,363,000","6,585,000","4,315,000","4,353,000"
TaxRateForCalcs,"0.4","0.4","0.058","0.27","0.023","0.27","0.05","0.303","0","0.27","0.07","0.27","0.18","0.1","0.1","0.27","0.27","0.27","0.4","0.165","0.162"
TaxEffectOfUnusualItems,"-8,537,600","-4,601,200","-285,766","-352,350","-83,007","-86,940","-95,200","-15,730.942","0","38,340","0","0","75,060","-250,200","34,900","-158,220","-376,110","-2,243,970","-825,200","124,243.478","129,947.07"
