name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
	OtherNonOperatingIncomeExpenses,"4,281,000","320,000","3,939,000","13,000","9,000","14,000","24,000","42,000","81,000","368,000","1,142,000","1,387,000","1,077,000","450,000","710,000","651,000","750,000","764,000","837,000","562,000","378,000","415,000","407,000","399,000","395,000","347,000","233,000","248,000","202,000","93,000","57,000","29,000","17,000","16,000","46,570","168,389","4,035","-24,984","-86,001","401","894","1,059",,,,,,,,,,,,,,,
PretaxIncome,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-6,921,076","-4,239,177","-2,775,356","-3,351,274","-3,166,154","-2,448,952","-6,563,000","-8,435,000","-7,406,000","-6,619,000","-6,980,000","-7,824,000","-7,303,000","-6,344,000","-6,281,000","-6,325,000","-5,981,000",,,,
NetIncomeCommonStockholders,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-6,921,076","-4,239,177","-2,775,356","-3,351,274","-3,166,154","-2,448,952","-6,563,000","-8,435,000","-7,406,000","-6,619,000","-6,980,000","-7,824,000","-7,303,000","-6,344,000","-6,281,000","-6,325,000","-5,981,000","-5,565,000","-10,804,000","-6,514,000","-4,693,152"
	NetIncome,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-6,921,076","-4,239,177","-2,775,356","-3,351,274","-3,166,154","-2,448,952","-6,563,000","-8,435,000","-7,406,000","-6,619,000","-6,980,000","-7,824,000","-7,303,000","-6,344,000","-6,281,000","-6,325,000","-5,981,000","-5,565,000","-10,804,000","-6,514,000","-4,693,152"
		NetIncomeIncludingNoncontrollingInterests,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-6,921,076","-4,239,177","-2,775,356","-3,351,274","-3,166,154","-2,448,952","-6,563,000","-8,435,000","-7,406,000","-6,619,000","-6,980,000","-7,824,000","-7,303,000","-6,344,000","-6,281,000","-6,325,000","-5,981,000","-5,565,000","-10,804,000","-6,514,000","-4,693,152"
			NetIncomeContinuousOperations,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-6,921,076","-4,239,177","-2,775,356","-3,351,274","-3,166,154","-2,448,952","-6,563,000","-8,435,000","-7,406,000","-6,619,000","-6,980,000","-7,824,000","-7,303,000","-6,344,000","-6,281,000","-6,325,000","-5,981,000","-5,565,000","-10,804,000","-6,514,000","-4,693,152"
DilutedNIAvailtoComStockholders,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-6,921,076","-4,239,177","-2,775,356","-3,351,274","-3,166,154","-2,448,952","-6,563,000","-8,435,000","-7,406,000","-6,619,000","-6,980,000","-7,824,000","-7,303,000","-6,344,000","-6,281,000","-6,325,000","-5,981,000","-5,565,000","-10,804,000","-6,514,000","-4,693,152"
BasicEPS,,"-0.93","-1.77","-2.62","-1.67","-3.5","-3.89","-3.07","4.5","-2.84","-2.26","-2.52","-2.01","3.26","-2.24","-1.86","-1.71","-1.73","-1.44","-1.86","-1.92","-1.8","-1.29","-0.77","-0.62","-0.65","-0.58","-0.57","-0.55","-0.56","-0.49","-0.64","-0.6","-0.51",,"-0.342","-18.601","-5.868",,"-4.638","-4.382","-3.39","-1.397","-2.026","-1.747",,"-1.677","-1.886","-1.747",,"-1.537","-1.677","-1.607",,"-5.17","-20.609","-11.457"
DilutedEPS,,"-0.93","-1.77","-2.62","-1.67","-3.5","-3.89","-3.07","4.32","-2.84","-2.26","-2.52","-2.01","3.07","-2.24","-1.86","-1.71","-1.73","-1.44","-1.86","-1.92","-1.8","-1.29","-0.77","-0.62","-0.65","-0.58","-0.57","-0.55","-0.56","-0.49","-0.64","-0.6","-0.51",,"-0.342","-18.601","-5.868",,"-4.638","-4.382","-3.39","-1.397","-2.026","-1.747",,"-1.677","-1.886","-1.747",,"-1.537","-1.677","-1.607",,"-5.17","-20.609","-11.457"
BasicAverageShares,,"60,954,755","36,845,550","26,455,209","26,225,073","25,991,817","26,882,830","27,830,281","27,665,728","27,519,229","27,371,067","27,171,769","26,968,818","26,842,785","26,818,331","26,804,026","26,786,796","26,605,189","26,222,397","24,311,844","22,591,326","22,563,152","22,554,418","22,550,438","22,541,455","22,532,031","22,515,136","22,494,075","22,465,175","20,589,293","19,276,639","15,432,641","15,399,018","15,369,055",,"15,335,223","372,079","722,499",,"722,499","722,499","722,499","4,634,087","4,216,496","4,207,767",,"4,189,512","4,185,123","4,179,421",,"4,033,354","3,715,009","3,707,208",,"2,099,995","316,162","2,410,070"
DilutedAverageShares,,"60,954,755","36,845,550","26,455,209","26,225,073","25,991,817","26,882,830","27,830,281","28,854,445","27,519,229","27,371,067","27,171,769","26,968,818","28,449,767","26,818,331","26,804,026","26,786,796","26,605,189","26,222,397","24,311,844","22,591,326","22,563,152","22,554,418","22,550,438","22,541,455","22,532,031","22,515,136","22,494,075","22,465,175","20,589,293","19,276,639","15,432,641","15,399,018","15,369,055",,"15,335,223","372,079","722,499",,"722,499","722,499","722,499","4,634,087","4,216,496","4,207,767",,"4,189,512","4,185,123","4,179,421",,"4,033,354","3,715,009","3,707,208",,"2,099,995","316,162","2,410,070"
TotalOperatingIncomeAsReported,"-186,895,000","-42,989,000","-55,628,000","-55,745,000","-32,533,000","-82,824,000","-95,569,000","-80,551,000","129,170,000","-74,446,000","-58,964,000","-65,768,000","-55,298,000","86,929,000","-60,649,000","-50,562,000","-46,480,000","-46,894,000","-38,696,000","-45,737,000","-43,660,000","-40,889,000","-29,285,000","-17,712,000","-14,331,000","-14,822,000","-13,234,000","-12,919,000","-12,462,000","-11,425,000","-9,380,000","-9,700,000","-9,254,000","-7,890,000","-9,736,016","-5,406,823","-4,271,847","-3,344,012","-2,160,047","-2,990,249","-2,863,881","-2,189,583","-6,221,000","-7,833,000","-7,089,000","-6,197,000","-7,093,000","-7,306,000","-7,350,000","-6,651,000","-6,507,000",,,,,,
TotalExpenses,"276,200,000","61,825,000","71,029,000","70,154,000","73,192,000","90,802,000","105,207,000","84,384,000","83,066,000","76,286,000","59,946,000","66,749,000","56,280,000","58,490,000","60,649,000","50,562,000","46,480,000","46,894,000","38,696,000","45,737,000","43,660,000","40,889,000","29,285,000","17,712,000","14,331,000","14,822,000","13,234,000","12,919,000","12,462,000","11,425,000","9,380,000","9,700,000","9,254,000","7,890,000","9,736,016","5,406,823","4,271,847","3,344,012","2,160,047","2,990,249","2,863,881","2,189,583","6,457,000","8,153,000","7,405,000","6,467,000","7,383,000","7,676,000","7,711,000","6,456,000","7,259,000","8,938,000","9,062,000","5,749,000","8,265,000","7,681,000","5,879,184"
NetIncomeFromContinuingAndDiscontinuedOperation,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-6,921,076","-4,239,177","-2,775,356","-3,351,274","-3,166,154","-2,448,952","-6,563,000","-8,435,000","-7,406,000","-6,619,000","-6,980,000","-7,824,000","-7,303,000","-6,344,000","-6,281,000","-6,325,000","-5,981,000","-5,565,000","-10,804,000","-6,514,000","-4,693,152"
NormalizedIncome,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-4,376,169","-4,197,219","-2,807,723","-3,351,274","-3,166,154","-2,448,952","-6,361,000","-8,051,000","-7,250,000","-6,289,000","-7,124,000","-7,300,000","-7,282,000","-6,404,000","-6,056,000","-6,469,000","-6,329,000","-4,932,000","-8,746,600","-6,699,400","-4,785,427.2"
InterestExpense,"52,290,000","14,062,000","13,430,000","13,654,000","11,144,000","8,125,000","8,931,000","4,928,000","4,640,000","4,171,000","4,124,000","3,996,000",,,,,,,"32,000","44,000","55,000","67,000","78,000","89,000","99,000","110,000","121,000","130,000","135,000","134,000","134,000","135,000","1,000","0","0","0","108,357","828,223","561,675","361,426","303,167","260,428",,,,,,,,,,,,,,,
NetInterestIncome,"-52,290,000","-14,062,000","-13,430,000","-13,654,000","-11,144,000","-8,125,000","-8,931,000","-4,928,000","-4,640,000","-4,171,000","-4,124,000","-3,996,000",,,,,,,"-32,000","-44,000","-55,000","-67,000","-78,000","-89,000","-99,000","-110,000","-121,000","-130,000","-135,000","-134,000","-134,000","-135,000","-1,000","0","0","0","-108,357","-828,223","-561,675","-361,426","-303,167","-260,428",,,,,,,,,,,,,,,
EBIT,"-182,614,000","-42,669,000","-51,689,000","-55,732,000","-32,524,000","-82,810,000","-95,545,000","-80,509,000","129,251,000","-74,078,000","-57,822,000","-64,381,000","-55,298,000","86,929,000","-57,774,000","-50,562,000","-46,480,000","-46,894,000","-37,859,000","-45,175,000","-43,282,000","-40,474,000","-28,878,000","-17,313,000","-13,936,000","-14,475,000","-13,001,000","-12,671,000","-12,260,000","-11,332,000","-9,323,000","-9,671,000","-9,237,000","-7,874,000","-9,689,446","-5,238,434","-6,812,719","-3,410,954","-2,213,681","-2,989,848","-2,862,987","-2,188,524","-6,457,000","-8,153,000","-7,405,000","-6,467,000","-7,383,000","-7,676,000","-7,711,000","-6,456,000","-7,259,000","-8,937,000","-9,061,000","-5,748,000","-8,264,000","-7,680,000","-5,879,184"
EBITDA,"-182,002,000"
ReconciledCostOfRevenue,"19,558,000","7,125,000","5,075,000","5,558,000","1,800,000","1,784,000","1,688,000","275,000","398,000","31,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900,000","2,819,000","923,000","1,461,000","1,286,944","1,215,168"
ReconciledDepreciation,"612,000","153,000","153,000","153,000","153,000","153,000","160,000","163,000","118,000","106,000","101,000","92,000","55,000","71,000","74,000","67,000","63,000","61,000","62,000","62,000","65,000","69,000","62,000","63,000","63,000","64,000","67,000","54,000","56,000","59,000","56,000","51,000","41,000","12,000","10,887","10,525","16,861","32,278","32,532","34,945","35,095","36,861","-236,000","-320,000","-316,000","-270,000","-290,000","-370,000","-361,000","195,000","-752,000","-742,000","-715,000","-708,000","-508,000","-428,944","-405,056"
NetIncomeFromContinuingOperationNetMinorityInterest,"-234,904,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000","-68,377,000","-54,221,000","87,379,000","-60,039,000","-49,911,000","-45,730,000","-46,130,000","-37,891,000","-45,219,000","-43,337,000","-40,541,000","-28,956,000","-17,402,000","-14,035,000","-14,585,000","-13,122,000","-12,801,000","-12,395,000","-11,466,000","-9,457,000","-9,806,000","-9,238,000","-7,874,000","-9,689,446","-5,238,434","-6,921,076","-4,239,177","-2,775,356","-3,351,274","-3,166,154","-2,448,952","-6,563,000","-8,435,000","-7,406,000","-6,619,000","-6,980,000","-7,824,000","-7,303,000","-6,344,000","-6,281,000","-6,325,000","-5,981,000","-5,565,000","-10,804,000","-6,514,000","-4,693,152"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-2,544,907","-41,958","32,367","0","0","0","-202,000","-384,000","-156,000","-330,000","144,000","-524,000","-21,000","60,000","-225,000","144,000","348,000","-1,055,000","-3,429,000","309,000","153,792"
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-2,544,907","-41,958","32,367","0","0","0","-202,000","-384,000","-156,000","-330,000","144,000","-524,000","-21,000","60,000","-225,000","144,000","348,000","-1,055,000","-3,429,000","309,000","153,792"
NormalizedEBITDA,"-182,002,000","-42,516,000","-51,536,000","-55,579,000","-32,371,000","-82,657,000","-95,385,000","-80,346,000","129,369,000","-73,972,000","-57,721,000","-64,289,000","-55,243,000","87,000,000","-57,700,000","-50,495,000","-46,417,000","-46,833,000","-37,797,000","-45,113,000","-43,217,000","-40,405,000","-28,816,000","-17,250,000","-13,873,000","-14,411,000","-12,934,000","-12,617,000","-12,204,000","-11,273,000","-9,267,000","-9,620,000","-9,196,000","-7,862,000","-9,678,559","-5,227,909","-4,250,951","-3,336,718","-2,213,516","-2,954,903","-2,827,892","-2,151,663","-6,019,000","-7,449,000","-6,933,000","-5,867,000","-7,237,000","-6,782,000","-7,329,000","-6,321,000","-6,072,000","-7,665,000","-8,020,000","-3,985,000","-4,327,000","-7,560,000","-5,627,920"
TaxRateForCalcs,"0","0","0","0","0","0","0","0","0.27","0","0","0","0","0.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-422,000","-1,371,600","123,600","61,516.8"
