name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
NetIncomeCommonStockholders,"8,622,000","-1,115,000","5,493,000","8,896,000","-4,652,000","-14,265,000","2,456,000","-2,084,000","-1,583,000","5,816,000","372,000"
	NetIncome,"8,622,000","-1,115,000","5,493,000","8,896,000","-4,652,000","-14,265,000","2,456,000","-2,084,000","-1,583,000","5,816,000","372,000"
		NetIncomeIncludingNoncontrollingInterests,"8,622,000","-1,115,000","5,493,000","8,896,000","-4,652,000","-14,265,000","2,456,000","-2,084,000","-1,583,000","5,816,000","372,000"
			NetIncomeContinuousOperations,"8,622,000","-1,115,000","5,493,000","8,896,000","-4,652,000","-14,265,000","2,456,000","-2,084,000","-1,583,000","5,816,000","372,000"
DilutedNIAvailtoComStockholders,"8,622,000","-1,115,000","5,493,000","8,896,000","-4,652,000","-14,265,000","2,456,000","-2,084,000","-1,583,000","5,816,000","372,000"
BasicEPS,,"-0.01",,"0.06","-0.03","-0.1",,"-0.015","-0.011","0.041",
DilutedEPS,,"-0.01",,"0.06","-0.03","-0.1",,"-0.015","-0.011","0.041",
BasicAverageShares,,"141,045,477",,"141,015,213","141,015,213","141,015,213",,"140,662,713","140,662,713","140,662,713",
DilutedAverageShares,,"141,045,477",,"141,048,006","141,015,213","141,015,213",,"141,057,566","141,057,566","141,057,566",
TotalOperatingIncomeAsReported,"13,888,000","-1,651,000","9,344,000","6,729,000","-537,000","-12,204,000","-2,035,000","4,834,000","3,562,000","-2,783,000","904,000"
TotalExpenses,"134,617,000","34,055,000","35,445,000","32,945,000","32,174,000","43,019,000","27,349,000","26,110,000","24,440,000","21,564,000","21,883,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"8,622,000","-1,115,000","5,493,000","8,896,000","-4,652,000","-14,265,000","2,456,000","-2,084,000","-1,583,000","5,816,000","372,000"
NormalizedIncome,"9,416,650.812","-1,543,736","6,439,570.985","8,950,750","-4,624,990","-13,803,640","2,331,900","-4,050,620","-1,651,620","5,540,060","968,402.154"
InterestExpense,"2,314,000","32,000","864,000","697,000","720,000","646,000","829,000","436,000","859,000","2,214,000","283,000"
NetInterestIncome,"-2,314,000","-32,000","-864,000","-697,000","-720,000","-646,000","-829,000","-436,000","-859,000","-2,214,000","-283,000"
EBIT,"13,457,000","-1,341,000","9,232,000","6,112,000","-547,000","-12,237,000","-2,420,000","4,618,000","3,502,000","-2,757,000","840,000"
EBITDA,"35,742,000"
ReconciledCostOfRevenue,"81,737,000","20,407,000","22,366,000","19,759,000","19,174,000","16,830,000","16,094,000","16,509,000","15,359,000","12,791,000","13,838,000"
ReconciledDepreciation,"22,285,000","5,153,000","5,807,000","5,666,000","5,659,000","5,737,000","5,997,000","5,470,000","5,316,000","5,334,000","5,006,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"8,622,000","-1,115,000","5,493,000","8,896,000","-4,652,000","-14,265,000","2,456,000","-2,084,000","-1,583,000","5,816,000","372,000"
TotalUnusualItemsExcludingGoodwill,"-1,027,000","528,000","-1,442,000","-75,000","-37,000","-632,000","170,000","2,694,000","94,000","378,000","-893,000"
TotalUnusualItems,"-1,027,000","528,000","-1,442,000","-75,000","-37,000","-632,000","170,000","2,694,000","94,000","378,000","-893,000"
NormalizedEBITDA,"36,769,000","3,284,000","16,481,000","11,853,000","5,150,000","-5,868,000","3,407,000","7,394,000","8,724,000","2,213,000","6,739,000"
TaxRateForCalcs,"0.226","0.188","0.344","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.332"
TaxEffectOfUnusualItems,"-232,349.188","99,264","-495,429.015","-20,250","-9,990","-170,640","45,900","727,380","25,380","102,060","-296,597.846"
