name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,12/31/2018
		LongTermDebtAndCapitalLeaseObligation,"59,583,000","60,419,000","26,827,000","27,566,000","28,294,000","28,992,000","29,669,000","30,337,000","7,403,000",,,
			LongTermCapitalLeaseObligation,"59,583,000","60,419,000","26,827,000","27,566,000","28,294,000","28,992,000","29,669,000","30,337,000","7,403,000",,,
		NonCurrentDeferredLiabilities,"13,106,000","14,017,000","17,122,000","15,065,000","15,579,000","15,925,000","16,858,000","18,694,000","19,519,000","24,287,000","29,671,000","42,859,000"
			NonCurrentDeferredTaxesLiabilities,"7,444,000","7,444,000","7,444,000","7,444,000","7,444,000","7,444,000","7,085,000","7,085,000","7,103,000","7,819,000","12,192,000","12,192,000"
			NonCurrentDeferredRevenue,,"6,573,000",,,,"8,481,000","9,773,000","11,609,000","12,416,000","14,727,000","15,598,000","28,413,000"
		OtherNonCurrentLiabilities,"1,634,000","634,000","932,000","608,000","1,439,000","632,000","1,089,000","691,000","589,000","655,000","766,000","516,000"
TotalEquityGrossMinorityInterest,"550,993,000","602,568,000","638,204,000","685,006,000","722,580,000","474,676,000","505,070,000","360,498,000","385,316,000","152,535,000","165,668,000","96,659,000"
	StockholdersEquity,"550,993,000","602,568,000","638,204,000","685,006,000","722,580,000","474,676,000","505,070,000","360,498,000","385,316,000","152,535,000","165,668,000","96,659,000"
		CapitalStock,"8,000","8,000","8,000","8,000","8,000","7,000","7,000","6,000","6,000","305,109,000","4,000","3,000"
			PreferredStock,"0",,"0","0","0","0","0","0","0","305,109,000","0","0"
			CommonStock,"8,000","8,000","8,000","8,000","8,000","7,000","7,000","6,000","6,000","0","4,000","3,000"
		AdditionalPaidInCapital,"1,062,552,000","1,055,572,000","1,038,196,000","1,032,009,000","1,025,230,000","740,098,000","736,193,000","564,321,000","562,179,000","4,738,000","308,400,000","206,378,000"
		RetainedEarnings,"-510,283,000","-452,636,000","-399,960,000","-347,020,000","-302,721,000","-265,545,000","-231,341,000","-204,120,000","-176,905,000","-157,386,000","-142,790,000","-109,722,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,284,000","-376,000","-40,000","9,000","63,000","116,000","211,000","291,000","36,000","74,000","54,000",
TotalCapitalization,"550,993,000","602,568,000","638,204,000","685,006,000","722,580,000","474,676,000","505,070,000","360,498,000","385,316,000","152,535,000","165,668,000","96,659,000"
PreferredStockEquity,,,,,,,,,,"305,109,000","305,114,000","205,081,000"
CommonStockEquity,"550,993,000","602,568,000","638,204,000","685,006,000","722,580,000","474,676,000","505,070,000","360,498,000","385,316,000","-152,574,000","165,668,000","96,659,000"
CapitalLeaseObligations,"65,914,000","66,633,000","31,786,000","32,492,000","31,994,000","32,664,000","33,378,000","34,063,000","10,838,000","172,000","157,000","147,000"
NetTangibleAssets,"476,776,000","528,084,000","563,453,000","609,988,000","647,294,000","399,123,000","429,250,000","284,411,000","308,962,000","75,914,000","88,780,000","18,969,000"
WorkingCapital,"476,885,000","529,423,000","571,645,000","615,210,000","653,646,000","406,946,000","440,514,000","296,644,000","320,572,000","90,929,000","110,477,000","54,879,000"
InvestedCapital,"550,993,000","602,568,000","638,204,000","685,006,000","722,580,000","474,676,000","505,070,000","360,498,000","385,316,000","-152,574,000","165,668,000","96,659,000"
TangibleBookValue,"476,776,000","528,084,000","563,453,000","609,988,000","647,294,000","399,123,000","429,250,000","284,411,000","308,962,000","-229,195,000","88,780,000","18,969,000"
TotalDebt,"65,914,000","66,633,000","31,786,000","32,492,000","31,994,000","32,664,000","33,378,000","34,063,000","10,838,000","172,000","157,000","147,000"
ShareIssued,"74,227,672","74,142,619","73,654,880","73,576,989","73,435,109","66,599,748","66,324,753","59,015,868","59,003,644","52,902,309","52,902,309","52,902,309"
OrdinarySharesNumber,"74,227,672","74,142,619","73,654,880","73,576,989","73,435,109","66,599,748","66,324,753","59,015,868","59,003,644","52,902,309","52,902,309","52,902,309"
