name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010
TotalExpenses,"1,800,000,000","475,000,000","468,000,000","421,000,000","436,000,000","408,000,000","402,000,000","404,000,000","319,000,000","422,000,000","450,000,000","445,000,000","478,000,000","431,000,000","436,000,000","446,000,000","463,000,000","441,000,000","428,000,000","397,000,000","403,000,000","350,000,000","359,200,000","330,300,000","347,800,000","351,400,000","361,000,000","381,100,000","373,500,000","360,000,000","410,700,000","405,300,000","403,100,000","378,200,000","390,300,000","354,200,000","392,400,000","376,000,000","421,400,000","401,700,000","439,800,000","447,200,000","429,600,000","449,900,000","436,100,000","418,200,000","379,100,000","401,200,000","406,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"451,000,000","129,000,000","118,000,000","94,000,000","110,000,000","120,000,000","60,000,000","77,000,000","23,000,000","139,000,000","107,000,000","149,000,000","181,000,000","167,000,000","147,000,000","167,000,000","174,000,000","151,000,000","215,000,000","111,000,000","95,000,000","83,000,000","61,200,000","44,600,000","60,800,000","48,300,000","13,000,000","46,500,000","54,400,000","68,400,000","50,500,000","68,800,000","57,200,000","52,100,000","42,900,000","44,500,000","50,500,000","27,500,000","11,200,000","32,200,000","412,800,000","58,000,000","44,500,000","38,800,000","-17,200,000","36,900,000","24,100,000","-6,000,000","1,100,000"
NormalizedIncome,"447,895,008.606","129,000,000","118,000,000","94,000,000","110,000,000","120,000,000","60,000,000","77,000,000","23,000,000","139,000,000","107,000,000","149,000,000","181,000,000","167,000,000","147,000,000","167,000,000","174,000,000","151,000,000","215,000,000","111,000,000","95,000,000","83,000,000","61,200,000","44,600,000","60,800,000","48,300,000","63,878,172.589","48,957,000","55,650,000","67,262,400","62,573,264.781","71,205,000","57,743,600","52,690,400","45,632,888.889","45,791,500","52,968,000","27,500,000","11,265,000","33,378,048.78","427,620,000","79,471,153.846","47,448,795.181","41,314,185.639","21,670,000","33,068,852.459","30,366,000","-11,395,000","2,725,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,"100,000","200,000","200,000","200,000","200,000","100,000","200,000","200,000","200,000","300,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","100,000","300,000","300,000","300,000","200,000","200,000","200,000","2,500,000","400,000","200,000"
InterestExpense,"116,000,000","29,000,000","29,000,000","28,000,000","30,000,000","29,000,000","37,000,000","34,000,000","33,000,000","33,000,000","33,000,000","32,000,000","33,000,000","36,000,000","31,000,000","30,000,000","30,000,000","30,000,000","25,000,000","26,000,000","27,000,000","25,000,000","16,900,000","22,400,000","28,000,000","34,300,000","21,000,000","34,000,000","48,400,000","37,100,000","37,600,000","29,600,000","36,800,000","35,300,000","28,600,000","37,500,000","33,500,000","34,100,000","35,800,000","40,900,000","34,400,000","41,000,000","33,700,000","63,500,000","71,200,000","49,800,000","40,500,000","82,400,000","85,000,000"
NetInterestIncome,"-116,000,000","-29,000,000","-29,000,000","-28,000,000","-30,000,000","-29,000,000","-37,000,000","-34,000,000","-33,000,000","-33,000,000","-33,000,000","-32,000,000","-33,000,000","-36,000,000","-31,000,000","-30,000,000","-30,000,000","-30,000,000","-25,000,000","-26,000,000","-27,000,000","-25,000,000","-16,900,000","-33,800,000","-27,800,000","-34,100,000","-20,800,000","-33,900,000","-48,200,000","-36,900,000","-37,400,000","-29,600,000","-37,400,000","-35,400,000","-29,100,000","-37,600,000","-33,900,000","-33,900,000","-41,700,000","-40,800,000","-34,100,000","-40,700,000","-33,400,000","-63,300,000","-71,000,000","-49,600,000","-38,000,000","-82,000,000","-84,800,000"
EBIT,"697,000,000","192,000,000","183,000,000","152,000,000","170,000,000","183,000,000","121,000,000","132,000,000","63,000,000","214,000,000","167,000,000","226,000,000","262,000,000","247,000,000","205,000,000","248,000,000","252,000,000","221,000,000","109,000,000","196,000,000","173,000,000","152,000,000","111,600,000","93,400,000","127,100,000","110,800,000","40,700,000","107,800,000","135,500,000","145,300,000","115,400,000","145,900,000","131,500,000","114,600,000","96,100,000","109,900,000","115,300,000","78,500,000","56,900,000","90,100,000","97,100,000","124,200,000","83,500,000","120,600,000","60,000,000","104,700,000","75,500,000","89,500,000","101,500,000"
EBITDA,"848,000,000"
ReconciledCostOfRevenue,"1,317,000,000","357,000,000","339,000,000","306,000,000","315,000,000","297,000,000","282,000,000","278,000,000","212,000,000","311,000,000","319,000,000","321,000,000","348,000,000","316,000,000","309,000,000","324,000,000","337,000,000","321,000,000","300,000,000","293,000,000","290,000,000","248,000,000","251,200,000","229,600,000","248,200,000","247,000,000","256,000,000","256,900,000","274,700,000","264,400,000","288,800,000","294,000,000","297,600,000","271,100,000","279,600,000","260,200,000","286,000,000","259,100,000","292,800,000","269,100,000","307,500,000","318,100,000","293,600,000","316,400,000","311,200,000","287,000,000","266,200,000","279,900,000","287,600,000"
ReconciledDepreciation,"151,000,000","38,000,000","38,000,000","38,000,000","37,000,000","37,000,000","37,000,000","36,000,000","37,000,000","38,000,000","45,000,000","42,000,000","40,000,000","40,000,000","40,000,000","41,000,000","41,000,000","42,000,000","43,000,000","43,000,000","43,000,000","41,000,000","43,700,000","44,100,000","44,000,000","44,100,000","46,700,000","46,700,000","46,300,000","45,700,000","47,500,000","48,300,000","48,800,000","48,000,000","49,800,000","49,500,000","50,100,000","54,600,000","64,000,000","63,600,000","62,800,000","62,100,000","64,700,000","63,500,000","63,800,000","63,700,000","65,400,000","63,700,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"451,000,000","129,000,000","118,000,000","94,000,000","110,000,000","120,000,000","60,000,000","77,000,000","23,000,000","139,000,000","107,000,000","149,000,000","181,000,000","167,000,000","147,000,000","167,000,000","174,000,000","151,000,000","215,000,000","111,000,000","95,000,000","83,000,000","61,200,000","44,600,000","60,800,000","48,300,000","13,000,000","46,500,000","54,400,000","68,400,000","50,500,000","68,800,000","57,200,000","52,100,000","42,900,000","44,500,000","50,500,000","27,500,000","11,200,000","32,200,000","412,800,000","58,000,000","44,500,000","38,800,000","-17,200,000","36,900,000","24,100,000","-6,000,000","1,100,000"
TotalUnusualItemsExcludingGoodwill,"4,000,000",,,,,,,,,,"-2,000,000",,,,"-4,000,000",,,,"-32,000,000",,,,"0",,"0",,"-77,100,000","-3,900,000","-2,000,000","1,800,000","-18,600,000","-3,700,000","-900,000","-900,000","-4,300,000","-2,100,000","-4,000,000",,"-100,000","-1,800,000","-22,800,000","-30,800,000","-3,300,000","-3,700,000","-59,800,000","5,700,000","-9,100,000","8,300,000","-2,500,000"
TotalUnusualItems,"4,000,000",,,,,,,,,,"-2,000,000",,,,"-4,000,000",,,,"-32,000,000",,,,"0",,"0",,"-77,100,000","-3,900,000","-2,000,000","1,800,000","-18,600,000","-3,700,000","-900,000","-900,000","-4,300,000","-2,100,000","-4,000,000",,"-100,000","-1,800,000","-22,800,000","-30,800,000","-3,300,000","-3,700,000","-59,800,000","5,700,000","-9,100,000","8,300,000","-2,500,000"
NormalizedEBITDA,"844,000,000","230,000,000","221,000,000","190,000,000","207,000,000","220,000,000","158,000,000","168,000,000","100,000,000","252,000,000","212,000,000","268,000,000","302,000,000","287,000,000","245,000,000","289,000,000","293,000,000","263,000,000","152,000,000","239,000,000","216,000,000","193,000,000","155,300,000","137,500,000","171,100,000","154,900,000","164,500,000","158,400,000","183,800,000","189,200,000","181,500,000","197,900,000","181,200,000","163,500,000","150,200,000","161,500,000","169,400,000","133,100,000","121,000,000","155,500,000","182,700,000","217,100,000","151,500,000","187,800,000","183,600,000","162,700,000","150,000,000","144,900,000","104,000,000"
TaxRateForCalcs,"0.224","0.21","0.234","0.24","0.21","0.22","0.286","0.21","0.23","0.23","0.201","0.23","0.21","0.21","0.155","0.23","0.22","0.21","0.4","0.35","0.35","0.35","0.354","0.372","0.386","0.369","0.34","0.37","0.375","0.368","0.351","0.35","0.396","0.344","0.364","0.385","0.383","0.381","0.35","0.346","0.35","0.303","0.106","0.32","0.35","0.328","0.311","0.35","0.35"
TaxEffectOfUnusualItems,"895,008.606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-26,221,827.411","-1,443,000","-750,000","662,400","-6,526,735.219","-1,295,000","-356,400","-309,600","-1,567,111.111","-808,500","-1,532,000","0","-35,000","-621,951.22","-7,980,000","-9,328,846.154","-351,204.819","-1,185,814.361","-20,930,000","1,868,852.459","-2,834,000","2,905,000","-875,000"
