name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011
TaxProvision,"-100,000","0","-100,000","0","0","100,000","-400,000","0","0","0","-900,000","0","0","-1,100,000","18,100,000","1,000,000","-100,000","-2,700,000","-224,600,000","3,700,000","3,500,000","-800,000","24,200,000","-2,400,000","-16,500,000","-2,700,000","-9,900,000","3,800,000","7,000,000","15,600,000","4,500,000","-14,900,000","6,500,000","2,500,000","2,800,000","800,000","4,100,000","1,600,000","-3,000,000","1,900,000","-400,000","200,000","22,700,000","100,000","5,200,000"
NetIncomeCommonStockholders,"35,700,000","10,500,000","6,000,000","6,400,000","12,800,000","9,900,000","1,000,000","3,000,000","-4,700,000","6,200,000","5,000,000","-49,800,000","-800,000","9,000,000","-136,600,000","14,800,000","2,500,000","47,300,000","212,200,000","6,600,000","4,500,000","6,800,000","300,000","-1,500,000","-600,000","-7,100,000","-14,000,000","5,400,000","9,800,000","25,300,000","8,600,000","10,200,000","9,200,000","33,400,000","22,500,000","4,400,000","5,000,000","5,000,000","8,700,000","13,400,000","-4,400,000","2,800,000","7,500,000","4,400,000","12,300,000"
	NetIncome,"36,000,000","10,500,000","6,300,000","6,400,000","12,800,000","9,900,000","1,100,000","3,000,000","-4,700,000","6,200,000","5,200,000","-49,800,000","-800,000","9,000,000","-136,600,000","14,800,000","2,500,000","47,300,000","211,600,000","6,100,000","4,300,000","6,300,000","-100,000","-1,900,000","-700,000","-7,500,000","-12,200,000","6,700,000","9,800,000","25,300,000","8,600,000","10,200,000","9,200,000","33,400,000","22,500,000","4,400,000","5,000,000","5,000,000","8,700,000","13,400,000","-4,400,000","2,800,000","7,500,000","4,400,000","12,300,000"
		NetIncomeIncludingNoncontrollingInterests,"36,900,000","11,000,000","6,400,000","6,500,000","13,000,000","9,900,000","1,100,000","3,200,000","-4,700,000","5,600,000","5,000,000","-50,900,000","-1,200,000","8,700,000","-135,800,000","15,600,000","3,000,000","47,400,000","212,100,000","6,600,000","4,800,000","7,000,000","600,000","-1,400,000","-600,000","-7,000,000","-11,900,000","7,000,000","10,100,000","25,900,000","9,700,000","10,800,000","10,200,000","33,800,000","23,000,000","4,400,000","5,000,000","5,000,000","8,700,000","13,400,000","-4,400,000","2,800,000","7,500,000","4,400,000","12,300,000"
			NetIncomeContinuousOperations,"38,000,000","11,000,000","6,800,000","7,100,000","13,100,000","9,900,000","1,100,000","3,200,000","-4,100,000","5,800,000","5,700,000","-50,800,000","-1,300,000","9,500,000","-135,400,000","15,800,000","2,900,000","47,500,000","212,100,000","7,400,000","4,000,000","4,600,000","41,700,000","-1,400,000","-600,000","-7,000,000","-11,900,000","7,000,000","10,100,000","25,900,000","9,700,000","10,800,000","10,200,000","-500,000","9,600,000","-900,000","5,000,000","2,300,000","8,300,000","13,400,000","-4,400,000","300,000","42,800,000","100,000","6,700,000"
			NetIncomeDiscontinuousOperations,,,"-400,000","-600,000","-100,000","0","0","0","-600,000","-200,000","-700,000","-100,000","100,000","-800,000","-400,000","-200,000","100,000","-100,000","0","-800,000","800,000","2,400,000","-13,000,000",,,,,"0","0","0","0","0","0","34,300,000","13,400,000","5,300,000","0","2,700,000","400,000","0","0","2,500,000","-35,300,000","4,300,000","5,600,000"
		MinorityInterests,"-900,000","-500,000","-100,000","-100,000","-200,000","0","0","-200,000","0","600,000","200,000","1,100,000","400,000","300,000","-800,000","-800,000","-500,000","-100,000","-500,000","-500,000","-500,000","-700,000","-700,000","-500,000","-100,000","-500,000","-300,000","-300,000","-300,000","-600,000","-1,100,000","-600,000","-1,000,000","-400,000","-500,000",,,,,,,,,,
	OtherunderPreferredStockDividend,,,"200,000",,,,,,,,,,,,,,"0","0","-600,000","-500,000","-200,000","-500,000","-400,000","-400,000","-100,000","-400,000","1,800,000","1,300,000",,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"35,700,000","10,500,000","6,000,000","6,400,000","12,800,000","9,900,000","1,000,000","3,000,000","-4,700,000","6,200,000","5,000,000","-49,800,000","-800,000","9,000,000","-136,600,000","14,800,000","2,500,000","47,300,000","212,200,000","6,600,000","4,500,000","6,800,000","300,000","-1,500,000","-600,000","-7,100,000","-14,000,000","5,400,000","9,800,000","25,300,000","8,600,000","10,200,000","9,200,000","33,400,000","22,500,000","4,400,000","5,000,000","5,000,000","8,700,000","13,400,000","-4,400,000","2,800,000","7,500,000","4,400,000","12,300,000"
BasicEPS,,"0.14","0.08","0.09","0.18","0.14",,"0.04","-0.07","0.09","0.07","-0.69","-0.01","0.12","-1.9","0.21","0.03","0.71","4.31","0.13","0.1","0.14","0.01","-0.03","-0.01","-0.15","-0.29","0.11","0.2","0.52",,"0.21","0.19","0.69","0.46","0.1","0.11","0.12",,"0.31","-0.1","0.071",,"0.1","0.29"
DilutedEPS,,"0.14","0.08","0.09","0.18","0.14",,"0.04","-0.07","0.09","0.07","-0.69","-0.01","0.12","-1.9","0.2","0.03","0.66","3.42","0.13","0.09","0.14","0.01","-0.03","-0.01","-0.15","-0.29","0.11","0.2","0.51",,"0.21","0.19","0.68","0.46","0.1","0.11","0.12",,"0.31","-0.1","0.069",,"0.1","0.29"
BasicAverageShares,,"72,600,000","72,500,000","72,500,000","72,500,000","72,500,000",,"72,400,000","72,300,000","72,300,000","72,300,000","72,300,000","72,200,000","72,100,000","72,000,000","72,000,000","72,000,000","66,400,000","49,200,000","49,200,000","49,200,000","49,100,000","49,000,000","49,000,000","49,000,000","48,900,000","48,900,000","48,900,000","48,900,000","48,800,000",,"48,800,000","48,700,000","48,700,000","48,600,000","43,100,000","43,100,000","43,000,000",,"42,600,000","42,400,000","39,200,000",,"42,400,000","42,400,000"
DilutedAverageShares,,"72,800,000","72,700,000","72,700,000","72,600,000","72,600,000",,"72,400,000","72,300,000","72,500,000","72,500,000","72,300,000","72,200,000","72,500,000","72,000,000","72,400,000","72,300,000","72,200,000","62,000,000","49,600,000","49,600,000","49,600,000","49,400,000","49,000,000","49,000,000","48,900,000","48,900,000","49,400,000","49,400,000","49,300,000",,"49,300,000","49,300,000","49,200,000","49,200,000","43,800,000","43,700,000","43,600,000",,"43,300,000","42,400,000","40,800,000",,"42,400,000","42,400,000"
TotalOperatingIncomeAsReported,"54,700,000","18,400,000","11,000,000","11,100,000","14,200,000","13,900,000","6,800,000","8,500,000","4,200,000","10,200,000","12,900,000","-45,600,000","5,200,000","13,200,000","140,200,000","17,700,000","7,900,000","7,000,000","-9,800,000","11,800,000","10,800,000","6,700,000","47,500,000","2,200,000","-2,900,000","-5,200,000","-20,800,000","14,100,000","21,300,000","24,500,000","16,200,000","15,600,000","22,800,000","10,100,000","15,100,000","7,500,000","12,000,000","7,000,000","9,100,000","19,900,000","5,000,000","6,200,000","86,600,000","5,600,000","13,800,000"
RentExpenseSupplemental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,900,000",,,,,,,
TotalExpenses,"321,200,000","83,200,000","88,100,000","73,900,000","76,000,000","67,400,000","66,100,000","78,300,000","64,100,000","71,800,000","97,800,000","85,000,000","103,900,000","116,200,000","131,400,000","101,700,000","104,200,000","106,300,000","110,100,000","99,700,000","87,300,000","86,500,000","21,700,000","118,900,000","95,100,000","98,500,000","140,300,000","130,600,000","132,400,000","128,100,000","148,700,000","137,800,000","123,900,000","84,800,000","167,900,000","62,700,000","57,600,000","34,500,000","83,400,000","80,300,000","62,300,000","33,300,000","1,454,300,000","56,300,000","59,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"36,000,000","10,500,000","6,300,000","6,400,000","12,800,000","9,900,000","1,100,000","3,000,000","-4,700,000","6,200,000","5,200,000","-49,800,000","-800,000","9,000,000","-136,600,000","14,800,000","2,500,000","47,300,000","211,600,000","6,100,000","4,300,000","6,300,000","-100,000","-1,900,000","-700,000","-7,500,000","-12,200,000","6,700,000","9,800,000","25,300,000","8,600,000","10,200,000","9,200,000","33,400,000","22,500,000","4,400,000","5,000,000","5,000,000","8,700,000","13,400,000","-4,400,000","2,800,000","7,500,000","4,400,000","12,300,000"
NormalizedIncome,"52,880,000","10,500,000","25,972,000","7,000,000","12,800,000","9,603,000","1,027,000","-6,000,000","1,500,000","5,900,000","4,075,000","0","-900,000","9,800,000","58,345,000","11,144,047.619","2,400,000","11,265,000","221,260,000","7,166,666.667","3,620,000","3,300,000","15,752,200.303","8,780,000","11,300,000","3,685,567.01","-10,520,000","6,764,814.815","10,700,000","24,176,626.506","8,326,760.563","20,015,000","9,200,000","-900,000","8,325,806.452","-445,000","5,975,000","2,300,000","6,415,000","7,006,535.948","4,583,333.333","1,320,000","46,851,297.71","100,000","5,075,000"
InterestIncome,"800,000","100,000","200,000","200,000","300,000","300,000","700,000","200,000","200,000","600,000","200,000","600,000","600,000","1,600,000","1,000,000","300,000","100,000","100,000","1,600,000","1,500,000","1,200,000","1,000,000","900,000","500,000","800,000","300,000","400,000","400,000","100,000","200,000","3,500,000","1,100,000","700,000","700,000","1,100,000","1,200,000","800,000",,"100,000","0","0",,"-200,000","0","200,000"
InterestExpense,"25,000,000","5,700,000","6,100,000","6,500,000","6,700,000","7,000,000","7,600,000","7,100,000","7,800,000","7,800,000","7,700,000","8,200,000","8,100,000","9,100,000","8,900,000","9,100,000","8,900,000","8,400,000","7,100,000","6,100,000","6,200,000","6,200,000","6,200,000","6,400,000","6,800,000","6,900,000","6,600,000","6,500,000","6,600,000","7,100,000","7,400,000","7,200,000","7,200,000","7,200,000","7,400,000","4,200,000","3,900,000","3,600,000","3,200,000","3,600,000","4,000,000","4,100,000","12,100,000","4,400,000","4,200,000"
NetInterestIncome,"-24,200,000","-5,600,000","-5,900,000","-6,300,000","-6,400,000","-6,700,000","-6,900,000","-6,900,000","-7,600,000","-7,200,000","-7,500,000","-7,600,000","-7,500,000","-7,500,000","-7,900,000","-8,800,000","-8,800,000","-8,300,000","-5,500,000","-4,600,000","-5,000,000","-5,200,000","-5,300,000","-5,900,000","-6,000,000","-6,600,000","-6,200,000","-6,100,000","-6,500,000","-6,900,000","-3,900,000","-6,100,000","-6,500,000","-6,500,000","-6,300,000","-3,000,000","-3,100,000","-3,600,000","-3,100,000","-3,600,000","-4,000,000","-4,100,000","-12,300,000","-4,400,000","-4,000,000"
EBIT,"62,900,000","16,700,000","12,800,000","13,600,000","19,800,000","17,000,000","8,300,000","10,300,000","3,700,000","13,600,000","12,500,000","-42,600,000","6,800,000","17,500,000","-108,400,000","25,900,000","11,700,000","53,200,000","-5,400,000","17,200,000","13,700,000","10,000,000","72,100,000","2,600,000","-10,300,000","-2,800,000","-15,200,000","17,300,000","23,700,000","48,600,000","21,600,000","3,100,000","23,900,000","9,200,000","19,800,000","4,100,000","13,400,000","7,500,000","8,500,000","18,900,000","-800,000","4,600,000","77,600,000","4,600,000","16,100,000"
EBITDA,"112,000,000"
ReconciledCostOfRevenue,"266,300,000","67,400,000","75,500,000","60,600,000","62,800,000","55,200,000","54,500,000","66,600,000","55,100,000","57,300,000","80,900,000","71,700,000","87,700,000","100,700,000","114,900,000","87,100,000","89,100,000","91,300,000","90,900,000","75,200,000","69,600,000","66,300,000","2,400,000","102,300,000","81,900,000","81,900,000","126,300,000","118,000,000","118,300,000","113,500,000","133,700,000","125,700,000","111,600,000","71,400,000","151,100,000","53,100,000","50,400,000","25,900,000","74,400,000","73,100,000","50,500,000","25,300,000","1,322,100,000","48,900,000","52,100,000"
ReconciledDepreciation,"49,100,000","11,300,000","12,700,000","12,300,000","12,800,000","12,600,000","12,800,000","13,100,000","13,800,000","13,600,000","13,900,000","13,200,000","12,500,000","10,900,000","11,200,000","10,300,000","11,100,000","10,200,000","10,000,000","10,400,000",,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"37,100,000","10,500,000","6,700,000","7,000,000","12,900,000","9,900,000","1,100,000","3,000,000","-4,100,000","6,400,000","5,900,000","-49,700,000","-900,000","9,800,000","-136,200,000","15,000,000","2,400,000","47,400,000","211,600,000","6,900,000","3,500,000","3,900,000","41,000,000","-1,900,000","-700,000","-7,500,000","-12,200,000","6,700,000","9,800,000","25,300,000","8,600,000","10,200,000","9,200,000","-900,000","9,100,000","-900,000","5,000,000","2,300,000","8,300,000","13,400,000","-4,400,000","300,000","42,800,000","100,000","6,700,000"
TotalUnusualItemsExcludingGoodwill,"-26,300,000","0","-26,400,000","0","100,000","300,000","100,000","9,000,000","-5,600,000","500,000","2,500,000","-49,700,000",,,"-266,500,000","4,100,000","0","49,500,000","-16,100,000","-400,000","-200,000","1,000,000","39,900,000","-17,800,000","-20,000,000","-15,500,000","-2,800,000","-100,000","-1,500,000","1,800,000","400,000","-15,100,000","0","0","1,000,000","-700,000","-1,500,000","0","2,900,000","7,300,000","-9,800,000","-1,700,000","-6,200,000","0","2,500,000"
TotalUnusualItems,"-26,300,000","0","-26,400,000","0","100,000","300,000","100,000","9,000,000","-5,600,000","500,000","2,500,000","-49,700,000",,,"-266,500,000","4,100,000","0","49,500,000","-16,100,000","-400,000","-200,000","1,000,000","39,900,000","-17,800,000","-20,000,000","-15,500,000","-2,800,000","-100,000","-1,500,000","1,800,000","400,000","-15,100,000","0","0","1,000,000","-700,000","-1,500,000","0","2,900,000","7,300,000","-9,800,000","-1,700,000","-6,200,000","0","2,500,000"
NormalizedEBITDA,"138,300,000","28,000,000","51,900,000","25,900,000","32,500,000","29,300,000","21,000,000","14,400,000","23,100,000","26,700,000","23,900,000","20,300,000","19,300,000","28,400,000","169,300,000","32,100,000","22,800,000","13,900,000","20,700,000","28,000,000","13,900,000","9,000,000","32,200,000","20,400,000","9,700,000","12,700,000","-12,400,000","17,400,000","25,200,000","46,800,000","21,200,000","18,200,000","23,900,000","9,200,000","18,800,000","4,800,000","14,900,000","7,500,000","5,600,000","11,600,000","9,000,000","6,300,000","83,800,000","4,600,000","13,600,000"
TaxRateForCalcs,"0.4","0","0.27","0","0","0.01","0.27","0","0","0","0.27","0","0","0.27","0.27","0.06","0.27","0.27","0.4","0.333","0.4","0.4","0.367","0.4","0.4","0.278","0.4","0.352","0.4","0.376","0.317","0.35","0.389","0.35","0.226","0.35","0.35","0.35","0.35","0.124","0.083","0.4","0.347","0.35","0.35"
TaxEffectOfUnusualItems,"-10,520,000","0","-7,128,000","0","0","3,000","27,000","0","0","0","675,000","0","0","0","-71,955,000","244,047.619","0","13,365,000","-6,440,000","-133,333.333","-80,000","400,000","14,652,200.303","-7,120,000","-8,000,000","-4,314,432.99","-1,120,000","-35,185.185","-600,000","676,626.506","126,760.563","-5,285,000","0","0","225,806.452","-245,000","-525,000","0","1,015,000","906,535.948","-816,666.667","-680,000","-2,148,702.29","0","875,000"
