name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988
OperatingIncome,"42,050,141","11,931,000","13,049,000","9,367,068","7,701,905","4,451,460","3,713,708","3,679,900","3,583,013","720,172","400,915","2,178,179","1,541,633","297,499","1,170,823","2,547,487","2,404,683","-525,755","644,436","1,517,494","1,322,557","1,280,636","1,191,196","3,146,569","3,461,845","2,143,497","1,979,781","2,019,729","2,950,976","464,133","1,616,517","1,671,652","1,858,296","1,915,552","3,072,626","3,813,310","1,796,234","949,442","885,749","1,347,786","1,782,518","147,054","1,021,168","1,353,247","1,286,715","525,440","506,634","832,046","610,619","-131,346","-187,907","331,557","542,392","128,202","209,230","715,383","210,194","44,312","27,012","-527,438","-1,595,644","-501,528","-465,612","-191,803","56,126","-1,324,009","-1,119,668","-1,068,896","-959,397","-981,969","-914,380","-931,142","-1,703,628","-1,640,646","-1,698,195","-1,516,030","-1,386,163","-1,170,195","-1,414,548","-1,358,560","-1,418,159","-1,635,318","-1,616,258","-1,127,726","-1,377,434","-1,245,896","-1,193,653","-1,002,799","-853,623","-1,000,000","-900,000","-900,000","-786,099","-630,410","-700,000","-500,000","-300,000","-300,000","-200,000","0","-100,000","0","-100,000","-200,000","-100,000","0","100,000","0","-2,000,000","600,000","-200,000","0","-500,000","-100,000","-100,000","0","0","-100,000","-100,000","-200,000","-2,500,000","600,000","500,000","-100,000","-2,200,000","600,000","700,000","600,000","-1,900,000","700,000","700,000","600,000","-1,600,000","500,000","500,000","500,000"
NetNonOperatingInterestIncomeExpense,,,"120,000","121,857","121,208","123,324","133,731","155,427","174,555","217,725","223,243","220,985","212,894","169,443","135,137","125,451","116,549","119,379","95,722","87,552","73,759","59,885","52,734","43,086","41,608","39,169","33,539","30,583","24,924","24,528","25,856","25,706","25,544","24,753","19,700","22,229","21,754","22,836","25,462","24,591","23,878","26,363","27,182","26,530","26,604","26,953","29,508","31,344","36,491","37,342","37,472","40,239","33,504","15,659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,"120,000","121,857","121,208","123,324","133,731","155,427","174,555","217,725","223,243","220,985","212,894","169,443","135,137","125,451","116,549","119,379","95,722","87,552","73,759","59,885","52,734","43,086","41,608","39,169","33,539","30,583","24,924","24,528","25,856","25,706","25,544","24,753","19,700","22,229","21,754","22,836","25,462","24,591","23,878","26,363","27,182","26,530","26,604","26,953","29,508","31,344","36,491","37,578","38,056","41,164","34,764","17,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","236","584","925","1,260","1,585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,,"121,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,173","10,000","15,000","500","501","11,498","9,837","14,515","5,992","48,243","13,931","13,644","12,799","13,681","15,984","13,417",,"-770,833","4,248","95,947","443,765","1,296,862","48,973","56,790","178,840","54,309","54,340","32,083","230,256",,,,"-29,119",,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,,"121,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-23,645","0","0","0","44,173","10,000","15,000","500","501","11,498","9,837","14,515","5,992","48,243","13,931","13,644","12,799","13,681","15,984","13,417",,"-770,833","4,248","95,947","443,765","1,296,862","48,973","56,790","178,840","54,309","54,340","32,083","230,256",,,,"-29,119",,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"42,534,261","12,052,000","13,169,000","9,488,925","7,823,113","4,574,784","3,847,439","3,835,327","3,757,568","937,897","624,158","2,399,164","1,754,527","466,942","1,305,960","2,672,938","2,521,232","-406,376","740,158","1,605,046","1,396,316","1,340,521","1,243,930","3,189,655","3,503,453","2,182,666","2,013,320","2,050,312","2,975,900","488,661","1,642,373","1,697,358","1,883,840","1,940,305","3,092,326","3,835,539","1,817,988","972,278","911,211","1,348,732","1,806,396","173,417","1,048,350","1,423,950","1,323,319","567,393","536,642","863,891","658,608","-84,167","-135,920","377,788","624,139","157,792","252,718","777,015","271,265","136,745","125,099","-444,568","-1,512,754","-402,848","-376,163","-93,038","154,693","-1,275,036","-1,062,878","-890,056","-905,088","-927,629","-882,297","-700,886","-1,679,934","-1,641,273","-1,666,738","-1,545,149","-1,286,210","-1,150,994","-1,381,487","-1,252,744","-1,306,272","-1,421,752","-1,364,112","-644,062","-809,631","-636,587","-596,749","-909,425",,,,,,"-616,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"9,383,881","2,816,000","2,780,000","2,062,881","1,725,000","935,000","684,000","785,884","763,000","190,000","123,000","511,437","454,000","99,000","296,000","791,405","766,000","-101,000","-203,000","344,974","593,000","433,000","367,000","281,000","1,221,032","744,000","630,000","679,238","1,023,000","200,000","573,000","647,978","709,000","714,000","1,110,000","1,339,171","671,001","427,000","366,000","-3,478,976","64,436","41,490","48,751","-2,432,021","45,489","34,906","35,484","43,899","29,595","24,203","23,761","-2,471,565","37,119","26,743","35,231","22,355","22,371","21,407","27,170","24,370","-307,263","26,520","24,270","18,980","273,121","750","750","950","557","881","750","1,950","-110","1,163","750","250","0","500","250","250","363","250","387","1,000","250","250","250","250",,,,,,"250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"33,150,380","9,236,000","10,389,000","7,426,044","6,098,113","3,639,784","3,163,439","3,049,443","2,994,568","747,897","501,158","1,887,727","1,300,527","367,942","1,009,960","1,881,533","1,755,232","-305,376","943,158","1,260,072","803,316","907,521","876,930","2,908,655","2,282,421","1,438,666","1,383,320","1,371,074","1,952,900","288,661","1,069,373","1,049,380","1,174,840","1,226,305","1,982,326","2,496,368","1,146,987","545,278","545,211","4,827,708","1,741,960","131,927","999,599","3,855,971","1,277,830","532,487","501,158","819,992","629,013","-108,370","-159,681","2,849,353","587,020","131,049","217,487","754,660","248,894","115,338","395,368","-1,409,939","-1,205,491","-429,368","-400,433","-112,018","-118,428","-1,275,786","-1,063,628","-891,006","-905,645","-928,510","-883,047","-702,836","-1,679,824","-1,642,436","-1,667,488","-1,545,399","-1,286,210","-1,151,494","-1,318,737","-1,252,994","-1,306,635","-1,422,002","-1,364,499","-645,062","-842,935","-636,837","-596,999","-909,675","-896,296","-1,000,000","-1,000,000","-900,000","-744,647","-616,980","-700,000","-500,000","-500,000","-300,000","-200,000",,,,,"-100,000",,,,,"-200,000","-100,000","-100,000","-100,000","-500,000","-100,000","-100,000","-100,000","0","-100,000","-200,000","-200,000",,,,"-100,000",,,,,,,,,,,,
	NetIncome,"33,150,380","9,236,000","10,389,000","7,426,044","6,098,113","3,639,784","3,163,439","3,049,443","2,994,568","747,897","501,158","1,887,727","1,300,527","367,942","1,009,960","1,881,533","1,755,232","-305,376","943,158","1,260,072","803,316","907,521","876,930","2,908,655","2,282,421","1,438,666","1,383,320","1,371,074","1,952,900","288,661","1,069,373","1,049,380","1,174,840","1,226,305","1,982,326","2,496,368","1,146,987","545,278","545,211","4,827,708","1,741,960","131,927","999,599","3,855,971","1,277,830","532,487","501,158","819,992","629,013","-108,370","-159,681","2,849,353","587,020","131,049","217,487","754,660","248,894","115,338","395,368","-1,409,939","-1,205,491","-429,368","-400,433","-112,018","-118,428","-1,275,786","-1,063,628","-891,006","-905,645","-928,510","-883,047","-702,836","-1,679,824","-1,642,436","-1,667,488","-1,545,399","-1,286,210","-1,151,494","-1,318,737","-1,252,994","-1,306,635","-1,422,002","-1,364,499","-645,062","-809,881","-636,837","-596,999","-909,675","-896,296","-1,000,000","-1,000,000","-900,000","-744,647","-616,980","-700,000","-500,000","-500,000","-300,000","-200,000",,,,,"-100,000",,,,,"-200,000","-100,000","-100,000","-100,000","-500,000","-100,000","-100,000","-100,000","0","-100,000","-200,000","-200,000",,,,"-100,000",,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"33,150,380","9,236,000","10,389,000","7,426,044","6,098,113","3,639,784","3,163,439","3,049,443","2,994,568","747,897","501,158","1,887,727","1,300,527","367,942","1,009,960","1,881,533","1,755,232","-305,376","943,158","1,260,072","803,316","907,521","876,930","2,908,655","2,282,421","1,438,666","1,383,320","1,371,074","1,952,900","288,661","1,069,373","1,049,380","1,174,840","1,226,305","1,982,326","2,496,368","1,146,987","545,278","545,211","4,827,708","1,741,960","131,927","999,599","3,855,971","1,277,830","532,487","501,158","819,992","629,013","-108,370","-159,681","2,849,353","587,020","131,049","217,487","754,660","248,894","115,338","395,368","-1,409,939","-1,205,491","-429,368","-400,433","-112,018","-118,428","-1,275,786","-1,063,628","-891,006","-905,645","-928,510","-883,047","-702,836","-1,679,824","-1,642,436","-1,667,488","-1,545,399","-1,286,210","-1,151,494","-1,318,737","-1,252,994","-1,306,635","-1,422,002","-1,364,499","-645,062","-809,881","-636,837","-596,999","-909,675","-896,296","-1,000,000","-1,000,000","-900,000","-744,647","-616,980","-700,000","-500,000","-500,000","-300,000","-200,000",,,,,"-100,000",,,,,"-200,000","-100,000","-100,000","-100,000","-500,000","-100,000","-100,000","-100,000","0","-100,000","-200,000","-200,000","-200,000","-300,000","-100,000","-100,000","-200,000",,,"-100,000",,,,,,,,
			NetIncomeContinuousOperations,"33,150,380","9,236,000","10,389,000","7,426,044","6,098,113","3,639,784","3,163,439","3,049,443","2,994,568","747,897","501,158","1,887,727","1,300,527","367,942","1,009,960","1,881,533","1,755,232","-305,376","943,158","1,260,072","803,316","907,521","876,930","2,908,655","2,282,421","1,438,666","1,383,320","1,371,074","1,952,900","288,661","1,069,373","1,049,380","1,174,840","1,226,305","1,982,326","2,496,368","1,146,987","545,278","545,211","4,827,708","1,741,960","131,927","999,599","3,855,971","1,277,830","532,487","501,158","819,992","629,013","-108,370","-159,681","2,849,353","587,020","131,049","217,487","754,660","248,894","115,338","97,929","-468,938","-1,205,491","-429,368","-400,433","-112,018","-118,428","-1,275,786","-1,063,628","-891,006","-905,645","-928,510","-883,047","-702,836","-1,679,824","-1,642,436","-1,667,488","-1,545,399","-1,286,210","-1,151,494","-1,318,737","-1,252,994","-1,306,635","-1,422,002","-1,364,499","-645,062","-809,881","-636,837","-596,999","-909,675","-896,296","-1,000,000","-1,000,000","-900,000","-744,647","-616,980","-700,000","-500,000","-500,000","-300,000","-200,000",,,,,"-100,000",,,,,"-200,000","-100,000","-100,000","-100,000","-500,000","-100,000","-100,000","-100,000","0","-100,000","-200,000","-200,000","-200,000","-300,000","-100,000","-100,000","-200,000",,,"-100,000",,,,,,,,
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0",,,"297,439","-941,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"33,150,380","9,236,000","10,389,000","7,426,044","6,098,113","3,639,784","3,163,439","3,049,443","2,994,568","747,897","501,158","1,887,727","1,300,527","367,942","1,009,960","1,881,533","1,755,232","-305,376","943,158","1,260,072","803,316","907,521","876,930","2,908,655","2,282,421","1,438,666","1,383,320","1,371,074","1,952,900","288,661","1,069,373","1,049,380","1,174,840","1,226,305","1,982,326","2,496,368","1,146,987","545,278","545,211","4,827,708","1,741,960","131,927","999,599","3,855,971","1,277,830","532,487","501,158","819,992","629,013","-108,370","-159,681","2,849,353","587,020","131,049","217,487","754,660","248,894","115,338","395,368","-1,409,939","-1,205,491","-429,368","-400,433","-112,018","-118,428","-1,275,786","-1,063,628","-891,006","-905,645","-928,510","-883,047","-702,836","-1,679,824","-1,642,436","-1,667,488","-1,545,399","-1,286,210","-1,151,494","-1,318,737","-1,252,994","-1,306,635","-1,422,002","-1,364,499","-645,062","-842,935","-636,837","-596,999","-909,675","-896,296","-1,000,000","-1,000,000","-900,000","-744,647","-616,980","-700,000","-500,000","-500,000","-300,000","-200,000",,,,,"-100,000",,,,,"-200,000","-100,000","-100,000","-100,000","-500,000","-100,000","-100,000","-100,000","0","-100,000","-200,000","-200,000",,,,"-100,000",,,,,,,,,,,,
